m_ticker,ticker,comp_name,comp_name_2,exchange,currency_code,per_end_date,per_type,per_code,per_fisc_year,per_fisc_qtr,per_cal_year,per_cal_qtr,form_7_type,curr_ratio,non_perform_asset_tot_loan,loan_loss_reserve,lterm_debt_cap,tot_debt_tot_equity,gross_margin,oper_profit_margin,ebit_margin,ebitda_margin,pretax_profit_margin,profit_margin,free_cash_flow,loss_ratio,exp_ratio,comb_ratio,asset_turn,invty_turn,rcv_turn,day_sale_rcv,ret_equity,ret_tang_equity,ret_asset,ret_invst,free_cash_flow_per_share,book_val_per_share,oper_cash_flow_per_share
SPM,TRV,TRAVELERS COS,"The Travelers Companies, Inc.",NYSE,USD,2015-12-31,Q,,2015,4,2015,4,7,,,,0.2119,0.2688,,19.5268,19.5268,,18.1042,12.8631,3342.0,0.5584,0.3339,0.8922,0.0667,,,,3.6698,4.3857,0.8644,2.8923,10.6467,79.7499,10.9398
SPM,TRV,TRAVELERS COS,"The Travelers Companies, Inc.",NYSE,USD,2016-03-31,Q,,2016,1,2016,1,7,,,,0.2079,0.2625,,15.0763,15.0763,,13.7152,10.2603,843.0,0.6206,0.3287,0.9493,0.0658,,,,2.8594,3.4034,0.6796,2.2648,2.8298,82.6471,2.8533
SPM,TRV,TRAVELERS COS,"The Travelers Companies, Inc.",NYSE,USD,2016-06-30,Q,,2016,2,2016,2,7,,,,0.2066,0.2604,,14.4436,14.4436,,13.073,9.7126,1273.0,0.6201,0.3367,0.9568,0.0662,,,,2.6867,3.1843,0.6481,2.1316,4.3358,85.7232,4.404
SPM,TRV,TRAVELERS COS,"The Travelers Companies, Inc.",NYSE,USD,2016-09-30,Q,,2016,3,2016,3,7,,,,0.2085,0.2633,,14.8829,14.8829,,13.6044,10.1997,3033.0,0.621,0.3332,0.9543,0.0677,,,,2.9297,3.4786,0.6966,2.319,10.4658,86.0225,10.5694
SPM,TRV,TRAVELERS COS,"The Travelers Companies, Inc.",NYSE,USD,2016-12-31,Q,,2016,4,2016,4,7,,,,0.217,0.2772,,19.3522,19.3522,,18.1009,13.0266,4223.0,0.5958,0.3283,0.9242,0.0718,,,,4.061,4.8676,0.9407,3.1796,14.512,83.0508,14.4399
SPM,TRV,TRAVELERS COS,"The Travelers Companies, Inc.",NYSE,USD,2017-03-31,Q,,2017,1,2017,1,7,,,,0.2142,0.2727,,12.2299,12.2299,,10.9479,8.8303,759.0,0.6621,0.3233,0.9854,0.0686,,,,2.6131,3.1222,0.6094,2.0532,2.6877,84.5097,2.7443
SPM,TRV,TRAVELERS COS,"The Travelers Companies, Inc.",NYSE,USD,2017-06-30,Q,,2017,2,2017,2,7,,,,0.2248,0.29,,12.2773,12.2773,,10.9967,8.2127,1559.0,0.6652,0.327,0.9923,0.07,,,,2.4939,2.9743,0.5795,1.9332,5.5679,86.4734,5.6607
SPM,TRV,TRAVELERS COS,"The Travelers Companies, Inc.",NYSE,USD,2017-09-30,Q,,2017,3,2017,3,7,,,,0.2257,0.2916,,5.6655,5.6655,,4.3686,3.9727,3184.0,0.7368,0.3226,1.0593,0.0702,,,,1.2343,1.5067,0.2809,0.9557,11.5112,86.73,11.6558
UNIH,UNH,UNITEDHEALTH GP,UnitedHealth Group Incorporated,NYSE,USD,2011-12-31,A,,2011,4,2011,4,7,0.8507,,,0.2736,0.4114,24.6854,8.3093,8.3093,9.4127,7.8135,5.048,5950.0,,,,1.5004,,22.3922,16.3003,18.1748,337.8449,7.5741,13.2022,5.4738,27.23,6.4103
UNIH,UNH,UNITEDHEALTH GP,UnitedHealth Group Incorporated,NYSE,USD,2012-12-31,A,,2012,4,2012,4,7,0.7764,,,0.3105,0.5374,25.1939,8.3657,8.3657,9.5491,7.7944,4.9956,6085.0,,,,1.3676,,19.7603,18.4714,17.724,-115.3653,6.8319,12.2205,5.8174,30.5967,6.8403
UNIH,UNH,UNITEDHEALTH GP,UnitedHealth Group Incorporated,NYSE,USD,2013-12-31,A,,2013,4,2013,4,7,0.731,,,0.3166,0.5244,24.4422,7.8562,7.8562,8.9788,7.2782,4.5922,5684.0,,,,1.4959,,17.3743,21.008,17.646,-171.9612,6.9283,12.06,5.5562,32.5395,6.8338
UNIH,UNH,UNITEDHEALTH GP,UnitedHealth Group Incorporated,NYSE,USD,2014-12-31,A,,2014,4,2014,4,7,0.7692,,,0.3303,0.5363,25.3039,7.8744,7.8744,9.0072,7.4007,4.3066,6526.0,,,,1.5104,,13.382,27.2756,17.3137,-135.2346,6.5048,11.5949,6.6187,34.0189,8.1653
UNIH,UNH,UNITEDHEALTH GP,UnitedHealth Group Incorporated,NYSE,USD,2015-12-31,A,,2015,4,2015,4,7,0.7375,,,0.4289,0.9478,23.5674,7.015,7.015,8.0926,6.5121,3.7,8184.0,,,,1.4121,,11.7913,30.9551,17.3996,-30.692,5.2744,9.9363,8.4633,35.3883,10.0724
UNIH,UNH,UNITEDHEALTH GP,UnitedHealth Group Incorporated,NYSE,USD,2016-12-31,A,,2016,4,2016,4,7,0.6879,,,0.4031,0.8636,23.4722,6.9952,6.9952,8.107,6.418,3.7963,8090.0,,,,1.5051,,11.8101,30.9057,18.5269,-39.4083,5.7593,11.0595,8.3574,40.1019,10.1188
UNIH,UNH,UNITEDHEALTH GP,UnitedHealth Group Incorporated,NYSE,USD,2011-03-31,Q,,2011,1,2011,1,7,0.808,,,0.2605,0.4383,24.017,8.7331,8.7331,,8.2691,5.2925,1011.0,,,,0.3893,,5.8843,15.2949,5.0657,472.2807,2.0602,3.7462,0.9199,24.6713,1.1137
UNIH,UNH,UNITEDHEALTH GP,UnitedHealth Group Incorporated,NYSE,USD,2011-06-30,Q,,2011,2,2011,2,7,0.8381,,,0.2565,0.4068,24.1817,8.3181,8.3181,,7.8466,5.021,1903.0,,,,0.3817,,5.244,17.1626,4.6303,119.3032,1.9164,3.4425,1.7395,25.5968,2.2112
UNIH,UNH,UNITEDHEALTH GP,UnitedHealth Group Incorporated,NYSE,USD,2011-09-30,Q,,2011,3,2011,3,7,0.8564,,,0.2553,0.4276,24.7745,8.1883,8.1883,,7.678,5.0277,6577.0,,,,0.3565,,5.777,15.5791,4.5601,98.2226,1.7924,3.3959,6.0729,26.444,6.8172
UNIH,UNH,UNITEDHEALTH GP,UnitedHealth Group Incorporated,NYSE,USD,2011-12-31,Q,,2011,4,2011,4,7,0.8507,,,0.2736,0.4114,25.7447,8.0028,8.0028,,7.4664,4.8541,5950.0,,,,0.3817,,5.6971,15.7976,4.4465,82.6544,1.853,3.2299,5.4738,27.23,6.4103
UNIH,UNH,UNITEDHEALTH GP,UnitedHealth Group Incorporated,NYSE,USD,2012-03-31,Q,,2012,1,2012,1,7,0.8262,,,0.2775,0.4455,24.5913,8.4928,8.4928,,7.9503,5.0876,3317.0,,,,0.3753,,5.847,15.3926,4.8101,-138800.0,1.9095,3.4753,3.1292,27.9342,3.383
UNIH,UNH,UNITEDHEALTH GP,UnitedHealth Group Incorporated,NYSE,USD,2012-06-30,Q,,2012,2,2012,2,7,0.8228,,,0.2752,0.4295,24.3242,8.1643,8.1643,,7.6032,4.9037,5306.0,,,,0.3711,,6.0121,14.9697,4.5515,3109.302,1.8199,3.2987,5.0582,28.6865,5.5014
UNIH,UNH,UNITEDHEALTH GP,UnitedHealth Group Incorporated,NYSE,USD,2012-09-30,Q,,2012,3,2012,3,7,0.8181,,,0.2694,0.4301,26.3863,9.5597,9.5597,,8.981,5.7029,4687.0,,,,0.3808,,6.0031,14.9923,5.1517,186.4671,2.1715,3.7637,4.5111,29.8646,5.2676
UNIH,UNH,UNITEDHEALTH GP,UnitedHealth Group Incorporated,NYSE,USD,2012-12-31,Q,,2012,4,2012,4,7,0.7764,,,0.3105,0.5374,25.458,7.303,7.303,,6.7017,4.3241,6085.0,,,,0.3557,,5.1392,17.5126,3.99,-25.9708,1.538,2.7511,5.8174,30.5967,6.8403
UNIH,UNH,UNITEDHEALTH GP,UnitedHealth Group Incorporated,NYSE,USD,2013-03-31,Q,,2013,1,2013,1,7,0.8357,,,0.3302,0.5683,23.3652,7.0501,7.0501,,6.4634,3.9288,730.0,,,,0.365,,5.2319,17.202,3.9047,-28.4273,1.4917,2.6152,0.7094,31.3495,1.0233
UNIH,UNH,UNITEDHEALTH GP,UnitedHealth Group Incorporated,NYSE,USD,2013-06-30,Q,,2013,2,2013,2,7,0.7808,,,0.3312,0.5299,24.8816,7.8959,7.8959,,7.3172,4.7224,2048.0,,,,0.3791,,4.5426,19.8126,4.576,-34.8121,1.7905,3.0603,1.9961,31.1938,2.463
UNIH,UNH,UNITEDHEALTH GP,UnitedHealth Group Incorporated,NYSE,USD,2013-09-30,Q,,2013,3,2013,3,7,0.7605,,,0.3174,0.5242,25.6302,8.5913,8.5913,,8.0101,5.1267,5083.0,,,,0.3741,,4.6225,19.47,4.9038,-41.8221,1.9178,3.3473,4.9639,31.419,5.7842
UNIH,UNH,UNITEDHEALTH GP,UnitedHealth Group Incorporated,NYSE,USD,2013-12-31,Q,,2013,4,2013,4,7,0.731,,,0.3166,0.5244,23.8937,7.8799,7.8799,,7.3143,4.5859,5684.0,,,,0.38,,4.4138,20.3908,4.4387,-43.2555,1.7428,3.0336,5.5562,32.5395,6.8338
UNIH,UNH,UNITEDHEALTH GP,UnitedHealth Group Incorporated,NYSE,USD,2014-03-31,Q,,2014,1,2014,1,7,0.7281,,,0.3085,0.5151,23.994,6.4779,6.4779,,5.9733,3.466,1055.0,,,,0.3747,,4.0516,22.2133,3.3764,-31.6897,1.2987,2.3347,1.0592,33.0783,1.4137
UNIH,UNH,UNITEDHEALTH GP,UnitedHealth Group Incorporated,NYSE,USD,2014-06-30,Q,,2014,2,2014,2,7,0.7425,,,0.3076,0.5085,24.934,7.8345,7.8345,,7.3586,4.3225,1706.0,,,,0.3811,,3.4565,26.0379,4.2751,-42.4352,1.6474,2.9602,1.7215,33.8489,2.444
UNIH,UNH,UNITEDHEALTH GP,UnitedHealth Group Incorporated,NYSE,USD,2014-09-30,Q,,2014,3,2014,3,7,0.7376,,,0.3092,0.5373,26.5942,8.8617,8.8617,,8.3977,4.8903,4501.0,,,,0.3835,,3.6338,24.7672,4.9135,-48.0792,1.8753,3.3944,4.5835,33.8919,5.7251
UNIH,UNH,UNITEDHEALTH GP,UnitedHealth Group Incorporated,NYSE,USD,2014-12-31,Q,,2014,4,2014,4,7,0.7692,,,0.3303,0.5363,25.6423,8.2703,8.2703,,7.8186,4.5165,6526.0,,,,0.387,,3.429,26.2465,4.6527,-36.3418,1.748,3.1159,6.6187,34.0189,8.1653
UNIH,UNH,UNITEDHEALTH GP,UnitedHealth Group Incorporated,NYSE,USD,2015-03-31,Q,,2015,1,2015,1,7,0.7655,,,0.3282,0.5764,24.7567,7.3834,7.3834,,6.9639,3.9518,1896.0,,,,0.3985,,3.4427,26.1422,4.4325,-32.5201,1.5749,2.9776,1.9567,33.4853,2.3416
UNIH,UNH,UNITEDHEALTH GP,UnitedHealth Group Incorporated,NYSE,USD,2015-06-30,Q,,2015,2,2015,2,7,0.7713,,,0.3177,0.5473,24.8518,7.9833,7.9833,,7.5669,4.3708,2716.0,,,,0.3967,,2.9738,30.2639,4.8001,-35.618,1.7337,3.2749,2.8116,34.6849,3.5528
UNIH,UNH,UNITEDHEALTH GP,UnitedHealth Group Incorporated,NYSE,USD,2015-09-30,Q,,2015,3,2015,3,7,0.7493,,,0.4399,0.9595,23.2544,7.2742,7.2742,,6.7223,3.8492,5157.0,,,,0.3832,,2.8774,31.2784,4.885,-8.5324,1.4944,2.736,5.333,34.7555,6.4416
UNIH,UNH,UNITEDHEALTH GP,UnitedHealth Group Incorporated,NYSE,USD,2015-12-31,Q,,2015,4,2015,4,7,0.7375,,,0.4289,0.9478,21.8216,5.6607,5.6607,,5.0643,2.7936,8184.0,,,,0.3919,,3.2722,27.5043,3.7124,-6.5485,1.1254,2.12,8.4633,35.3883,10.0724
UNIH,UNH,UNITEDHEALTH GP,UnitedHealth Group Incorporated,NYSE,USD,2016-03-31,Q,,2016,1,2016,1,7,0.7291,,,0.437,0.9616,22.9524,6.6477,6.6477,,6.066,3.618,1893.0,,,,0.3778,,3.041,29.5951,4.6397,-8.0994,1.3805,2.6122,1.9576,36.7579,2.3971
UNIH,UNH,UNITEDHEALTH GP,UnitedHealth Group Incorporated,NYSE,USD,2016-06-30,Q,,2016,2,2016,2,7,0.7028,,,0.4251,0.9149,22.603,6.8904,6.8904,,6.3074,3.7733,3188.0,,,,0.3887,,2.7834,32.335,4.8502,-9.0386,1.4715,2.7883,3.2968,38.1567,4.1375
UNIH,UNH,UNITEDHEALTH GP,UnitedHealth Group Incorporated,NYSE,USD,2016-09-30,Q,,2016,3,2016,3,7,0.7,,,0.4093,0.8847,24.0382,7.7334,7.7334,,7.1523,4.2512,9984.0,,,,0.3744,,3.1176,28.8685,5.2671,-10.7805,1.5998,3.1112,10.3034,39.4475,11.5624
UNIH,UNH,UNITEDHEALTH GP,UnitedHealth Group Incorporated,NYSE,USD,2016-12-31,Q,,2016,4,2016,4,7,0.6879,,,0.4031,0.8636,24.2579,6.7045,6.7045,,6.1407,3.5427,8090.0,,,,0.3871,,3.0372,29.6327,4.4739,-9.5164,1.3908,2.6707,8.3574,40.1019,10.1188
UNIH,UNH,UNITEDHEALTH GP,UnitedHealth Group Incorporated,NYSE,USD,2017-03-31,Q,,2017,1,2017,1,7,0.7123,,,0.3728,0.7706,22.5109,7.0049,7.0049,,6.4241,4.4579,5949.0,,,,0.3552,,3.0069,29.9317,4.9801,-12.889,1.5974,3.1234,6.1015,45.5907,6.6215
UNIH,UNH,UNITEDHEALTH GP,UnitedHealth Group Incorporated,NYSE,USD,2017-06-30,Q,,2017,2,2017,2,7,0.722,,,0.3662,0.7044,23.2054,7.4541,7.4541,,6.8527,4.5632,7702.0,,,,0.3624,,2.8167,31.9521,5.1835,-15.1613,1.7017,3.2852,7.8193,46.9803,8.7584
UNIH,UNH,UNITEDHEALTH GP,UnitedHealth Group Incorporated,NYSE,USD,2017-09-30,Q,,2017,3,2017,3,7,0.7045,,,0.3432,0.6185,23.9518,8.1237,8.1237,,7.5394,4.9382,14782.0,,,,0.3583,,3.2541,27.6571,5.4132,-17.6026,1.8237,3.5553,14.9464,48.8235,16.3529
UA,UTX,UTD TECHS CORP,United Technologies Corporation,NYSE,USD,2011-12-31,A,,2011,4,2011,4,7,1.3836,,,0.294,0.4496,27.5944,14.0725,14.0725,16.3378,13.1829,8.9303,5531.0,,,,0.9073,5.1775,5.8406,62.494,21.17,503.7539,7.8614,14.9469,6.0995,25.1537,7.124
UA,UTX,UTD TECHS CORP,United Technologies Corporation,NYSE,USD,2012-12-31,A,,2012,4,2012,4,7,1.2449,,,0.4438,0.8578,26.9547,13.3153,13.3153,15.9562,11.9758,8.8896,5216.0,,,,0.6454,4.4199,5.1994,70.2006,17.9061,-30.4441,5.4212,9.9597,5.7534,29.4597,7.2855
UA,UTX,UTD TECHS CORP,United Technologies Corporation,NYSE,USD,2013-12-31,A,,2013,4,2013,4,7,1.2913,,,0.3728,0.6093,28.5018,15.1042,15.1042,18.1696,13.523,10.1078,5745.0,,,,0.6248,3.9175,4.9398,73.8899,15.8494,-50.2865,5.8116,9.9415,6.278,36.2381,7.9926
UA,UTX,UTD TECHS CORP,United Technologies Corporation,NYSE,USD,2014-12-31,A,,2014,4,2014,4,7,1.3411,,,0.3532,0.605,29.3644,16.5682,16.5682,19.7116,15.0466,10.7427,5385.0,,,,0.6348,5.3517,5.5417,65.8639,18.6279,-58.2597,6.6509,12.0481,5.9072,35.8092,7.6558
UA,UTX,UTD TECHS CORP,United Technologies Corporation,NYSE,USD,2015-12-31,A,,2015,4,2015,4,7,1.1807,,,0.4011,0.7081,27.9279,12.9969,12.9969,16.3179,11.528,13.562,5103.0,,,,0.6412,4.97,5.2659,69.3134,13.8538,-28.4211,4.5677,8.2967,5.7779,34.4059,7.6483
UA,UTX,UTD TECHS CORP,United Technologies Corporation,NYSE,USD,2016-12-31,A,,2016,4,2016,4,7,1.3033,,,0.4266,0.8194,27.5732,14.2757,14.2757,17.7032,12.4607,8.8306,4713.0,,,,0.6381,4.7633,4.986,73.2053,17.3643,-37.314,5.6462,9.9575,5.7051,36.069,7.7618
UA,UTX,UTD TECHS CORP,United Technologies Corporation,NYSE,USD,2011-03-31,Q,,2011,1,2011,1,7,1.3219,,,0.3016,0.4535,27.7287,13.3123,13.3123,,12.1451,7.9811,1149.0,,,,0.209,1.0382,1.3693,65.7256,4.5576,139.418,1.7374,3.1831,1.2559,25.2671,1.4428
UA,UTX,UTD TECHS CORP,United Technologies Corporation,NYSE,USD,2011-06-30,Q,,2011,2,2011,2,7,1.3075,,,0.2856,0.4801,27.6522,14.8594,14.8594,,13.8849,9.1091,2272.0,,,,0.2328,1.1902,1.4763,60.9641,5.8848,108.3786,2.2479,4.2039,2.4973,26.1238,2.905
UA,UTX,UTD TECHS CORP,United Technologies Corporation,NYSE,USD,2011-09-30,Q,,2011,3,2011,3,7,1.317,,,0.2871,0.4818,27.3762,15.1106,15.1106,,14.1342,9.301,3980.0,,,,0.2298,1.1997,1.4979,60.0822,5.8674,84.2875,2.2341,4.1827,4.4129,26.0328,5.0449
UA,UTX,UTD TECHS CORP,United Technologies Corporation,NYSE,USD,2011-12-31,Q,,2011,4,2011,4,7,1.3836,,,0.294,0.4496,27.634,12.9228,12.9228,,12.4496,9.2206,5531.0,,,,0.2338,1.3337,1.5053,59.7871,4.3646,103.8582,1.6208,3.0816,6.0995,25.1537,7.124
UA,UTX,UTD TECHS CORP,United Technologies Corporation,NYSE,USD,2012-03-31,Q,,2012,1,2012,1,7,1.5192,,,0.2873,0.4158,28.0767,13.7967,13.7967,,12.7577,2.6579,1136.0,,,,0.2012,1.0674,1.4056,64.0279,5.049,32.9272,1.9263,3.5987,1.2568,25.8395,1.4637
UA,UTX,UTD TECHS CORP,United Technologies Corporation,NYSE,USD,2012-06-30,Q,,2012,2,2012,2,7,1.9776,,,0.4629,0.8734,28.051,15.7819,15.7819,,14.5651,9.6183,2595.0,,,,0.1849,1.1684,1.4476,62.1728,6.1791,53.9764,1.9638,3.3186,2.868,26.0203,3.3444
UA,UTX,UTD TECHS CORP,United Technologies Corporation,NYSE,USD,2012-09-30,Q,,2012,3,2012,3,7,1.1978,,,0.4729,1.1,26.8515,13.5687,13.5687,,12.1327,9.407,3903.0,,,,0.1636,1.0512,1.4177,63.4823,4.7794,-7.4738,1.3562,2.5192,4.3022,28.4667,5.1268
UA,UTX,UTD TECHS CORP,United Technologies Corporation,NYSE,USD,2012-12-31,Q,,2012,4,2012,4,7,1.2449,,,0.4438,0.8578,25.2813,10.6489,10.6489,,9.0677,12.5099,5216.0,,,,0.1839,1.2882,1.4815,60.7499,3.4911,-5.9356,1.0569,1.9418,5.7534,29.4597,7.2855
UA,UTX,UTD TECHS CORP,United Technologies Corporation,NYSE,USD,2013-03-31,Q,,2013,1,2013,1,7,1.2927,,,0.439,0.8281,27.3213,13.9315,13.9315,,12.2925,8.7923,1114.0,,,,0.1627,1.0299,1.3344,67.4484,4.6076,-8.4229,1.4348,2.5847,1.2191,29.9826,1.5419
UA,UTX,UTD TECHS CORP,United Technologies Corporation,NYSE,USD,2013-06-30,Q,,2013,2,2013,2,7,1.2429,,,0.418,0.7634,27.8271,15.6629,15.6629,,14.3071,9.7463,2684.0,,,,0.1804,1.129,1.4345,62.7402,5.4708,-10.5099,1.7489,3.184,2.9362,30.9196,3.6626
UA,UTX,UTD TECHS CORP,United Technologies Corporation,NYSE,USD,2013-09-30,Q,,2013,3,2013,3,7,1.248,,,0.3981,0.7082,28.7285,15.302,15.302,,13.8404,9.2614,3844.0,,,,0.1712,1.0237,1.3886,64.8137,4.7294,-10.3466,1.5665,2.8469,4.1988,32.6064,5.3424
UA,UTX,UTD TECHS CORP,United Technologies Corporation,NYSE,USD,2013-12-31,Q,,2013,4,2013,4,7,1.2913,,,0.3728,0.6093,30.7649,15.5595,15.5595,,13.547,13.6309,5745.0,,,,0.1185,0.7194,0.9367,96.0794,3.0946,-9.8185,1.1347,1.9411,6.278,36.2381,7.9926
UA,UTX,UTD TECHS CORP,United Technologies Corporation,NYSE,USD,2014-03-31,Q,,2014,1,2014,1,7,1.3004,,,0.3694,0.5948,27.5009,14.2286,14.2286,,12.7026,8.2265,1002.0,,,,0.1616,0.9725,1.2781,70.4191,3.8759,-12.9963,1.4316,2.4441,1.0927,36.7556,1.4558
UA,UTX,UTD TECHS CORP,United Technologies Corporation,NYSE,USD,2014-06-30,Q,,2014,2,2014,2,7,1.2183,,,0.3364,0.5703,24.7804,13.699,13.699,,12.5007,9.7726,2338.0,,,,0.1866,1.3067,1.4575,61.7503,5.0862,-20.1124,1.9427,3.3754,2.556,38.4703,3.3639
UA,UTX,UTD TECHS CORP,United Technologies Corporation,NYSE,USD,2014-09-30,Q,,2014,3,2014,3,7,1.2302,,,0.3354,0.5651,30.4387,17.8745,17.8745,,16.6085,12.6873,3959.0,,,,0.1592,0.983,1.3189,68.2406,4.9592,-20.7349,1.9123,3.296,4.3496,38.8183,5.5175
UA,UTX,UTD TECHS CORP,United Technologies Corporation,NYSE,USD,2014-12-31,Q,,2014,4,2014,4,7,1.3411,,,0.3532,0.605,37.3447,22.2712,22.2712,,19.9366,12.9768,5385.0,,,,0.1245,0.9306,1.0864,82.8403,3.7311,-11.6692,1.3321,2.4132,5.9072,35.8092,7.6558
UA,UTX,UTD TECHS CORP,United Technologies Corporation,NYSE,USD,2015-03-31,Q,,2015,1,2015,1,7,1.1644,,,0.3712,0.729,28.6336,16.3814,16.3814,,14.7523,10.7057,1323.0,,,,0.1458,0.9197,1.1571,77.7838,4.5215,-10.5239,1.4935,2.8431,1.4632,33.8878,1.8204
UA,UTX,UTD TECHS CORP,United Technologies Corporation,NYSE,USD,2015-06-30,Q,,2015,2,2015,2,7,1.2925,,,0.379,0.7027,28.7134,16.4398,16.4398,,14.9626,10.4969,2368.0,,,,0.1583,1.0172,1.2756,70.5541,4.5745,-12.4861,1.5748,2.8409,2.6625,35.8613,3.3978
UA,UTX,UTD TECHS CORP,United Technologies Corporation,NYSE,USD,2015-09-30,Q,,2015,3,2015,3,7,1.366,,,0.3774,0.7072,28.9237,16.6957,16.6957,,15.3612,9.8782,3000.0,,,,0.1497,1.1594,1.295,69.4974,4.4523,-13.1218,1.5488,2.772,3.3898,36.1333,4.5695
UA,UTX,UTD TECHS CORP,United Technologies Corporation,NYSE,USD,2015-12-31,Q,,2015,4,2015,4,7,1.1807,,,0.4011,0.7081,25.5035,2.7413,2.7413,,1.3007,22.9231,5103.0,,,,0.1635,1.3095,1.3423,67.0469,-0.8875,1.8208,-0.2926,-0.5315,5.7779,34.4059,7.6483
UA,UTX,UTD TECHS CORP,United Technologies Corporation,NYSE,USD,2016-03-31,Q,,2016,1,2016,1,7,1.3413,,,0.4204,0.7709,27.7233,14.5617,14.5617,,12.8921,8.8568,512.0,,,,0.1508,1.1348,1.2255,73.4379,3.9193,-8.8627,1.3232,2.2717,0.6159,35.7321,0.9599
UA,UTX,UTD TECHS CORP,United Technologies Corporation,NYSE,USD,2016-06-30,Q,,2016,2,2016,2,7,1.2609,,,0.3964,0.7353,27.7867,15.712,15.712,,14.1993,9.2712,1957.0,,,,0.1662,1.228,1.2885,69.8508,4.6528,-11.2028,1.5937,2.8083,2.3476,36.6197,3.1262
UA,UTX,UTD TECHS CORP,United Technologies Corporation,NYSE,USD,2016-09-30,Q,,2016,3,2016,3,7,1.2665,,,0.3962,0.7367,27.9504,15.682,15.682,,14.1145,10.3107,3524.0,,,,0.1594,1.1389,1.2482,72.1053,4.6905,-11.5829,1.6022,2.832,4.2397,37.3619,5.4945
UA,UTX,UTD TECHS CORP,United Technologies Corporation,NYSE,USD,2016-12-31,Q,,2016,4,2016,4,7,1.3033,,,0.4266,0.8194,26.8504,11.1809,11.1809,,8.6841,6.9104,4713.0,,,,0.1634,1.232,1.2768,70.4884,3.5106,-7.5438,1.1415,2.0131,5.7051,36.069,7.7618
UA,UTX,UTD TECHS CORP,United Technologies Corporation,NYSE,USD,2017-03-31,Q,,2017,1,2017,1,7,1.2351,,,0.4165,0.8398,27.0576,16.4097,16.4097,,14.8679,10.0326,668.0,,,,0.1529,1.0736,1.1668,77.1336,4.7349,-10.0573,1.5336,2.7626,0.8326,36.5339,1.2377
UA,UTX,UTD TECHS CORP,United Technologies Corporation,NYSE,USD,2017-06-30,Q,,2017,2,2017,2,7,1.3725,,,0.442,0.883,27.356,14.9869,14.9869,,13.5079,9.4175,2368.0,,,,0.1612,1.1258,1.213,74.197,4.772,-10.809,1.518,2.6629,2.9667,37.7517,3.9326
UA,UTX,UTD TECHS CORP,United Technologies Corporation,NYSE,USD,2017-09-30,Q,,2017,3,2017,3,7,1.3055,,,0.4316,0.8602,26.683,14.3606,14.3606,,12.8801,8.8302,1896.0,,,,0.1563,1.0952,1.1473,78.4438,4.1968,-10.9195,1.3804,2.3855,2.3786,39.6847,3.9016
VISA,V,VISA INC-A,Visa Inc.,NYSE,USD,2011-09-30,A,,2011,4,2011,3,7,2.663,,,,,100.0,59.3818,59.3818,82.9778,61.5586,39.7257,3519.0,,,,0.2643,,9.4527,38.6134,13.7913,109.3909,10.4891,13.7913,0.8608,8.1395,0.9472
VISA,V,VISA INC-A,Visa Inc.,NYSE,USD,2012-09-30,A,,2012,4,2012,3,7,1.4818,,,,,100.0,20.5259,20.5259,44.4007,21.1784,20.5738,4635.0,,,,0.2604,,7.6851,47.4945,7.7524,47.2952,5.3533,7.7524,1.202,8.5173,1.299
VISA,V,VISA INC-A,Visa Inc.,NYSE,USD,2013-09-30,A,,2013,4,2013,3,7,1.8044,,,,,100.0,61.4621,61.4621,84.539,61.6149,42.2822,2551.0,,,,0.3276,,6.9201,52.745,18.5337,129.7551,13.8503,18.5337,0.8806,8.6122,1.0431
VISA,V,VISA INC-A,Visa Inc.,NYSE,USD,2014-09-30,A,,2014,4,2014,3,7,1.5921,,,,,100.0,60.5968,60.5968,84.4277,60.8093,42.8122,6652.0,,,,0.3293,,7.8993,46.2069,19.8373,127.9831,14.0994,19.8373,2.3808,12.2107,2.5787
VISA,V,VISA INC-A,Visa Inc.,NYSE,USD,2015-09-30,A,,2015,4,2015,3,7,1.8713,,,,,100.0,65.3026,65.3026,68.8617,64.8055,45.5908,6180.0,,,,0.3526,,11.0598,33.0025,21.205,95.0721,16.0744,21.205,2.2687,13.4727,2.417
VISA,V,VISA INC-A,Visa Inc.,NYSE,USD,2016-09-30,A,,2016,4,2016,3,7,1.7789,,,0.3255,0.4826,100.0,52.2676,52.2676,55.5961,53.1229,39.7229,5051.0,,,,0.2355,,6.0136,60.6962,22.0298,-63.8155,9.3558,12.2782,1.8861,15.4299,2.0814
VISA,V,VISA INC-A,Visa Inc.,NYSE,USD,2017-09-30,A,,2017,4,2017,3,7,1.9034,,,0.3365,0.5607,100.0,66.151,66.151,69.1797,63.6998,36.4909,8513.0,,,,0.2701,,7.1879,50.7795,24.5979,-65.6894,9.8548,13.5668,3.2076,15.7804,3.4695
VISA,V,VISA INC-A,Visa Inc.,NYSE,USD,2011-03-31,Q,,2011,2,2011,1,7,2.7723,,,0.001,0.0014,100.0,61.6036,61.6036,,61.3363,39.2428,1462.0,,,,0.0652,,2.4011,37.4833,3.3647,28.3688,2.5565,3.3615,0.3518,7.8777,0.3872
VISA,V,VISA INC-A,Visa Inc.,NYSE,USD,2011-06-30,Q,,2011,3,2011,2,7,2.695,,,0.0008,0.0013,100.0,57.9242,57.9242,,66.4513,43.2817,2768.0,,,,0.0674,,2.4289,37.0543,3.8538,34.2545,2.9146,3.8506,0.6865,7.9816,0.745
